User_Feedback,Sentiment,FileName
way plug u unless go converter,0,amazon_cells_labelled
good case excellent value,1,amazon_cells_labelled
great jawbone,1,amazon_cells_labelled
tied charger conversation lasting minutesmajor problem,0,amazon_cells_labelled
mic great,1,amazon_cells_labelled
jiggle plug get line right get decent volume,0,amazon_cells_labelled
several dozen several hundred contact imagine fun sending one one,0,amazon_cells_labelled
razr owneryou must,1,amazon_cells_labelled
needle say wasted money,0,amazon_cells_labelled
waste money time,0,amazon_cells_labelled
sound quality great,1,amazon_cells_labelled
impressed going original battery extended battery,1,amazon_cells_labelled
two seperated mere ft started notice excessive static garbled sound headset,0,amazon_cells_labelled
good quality though,1,amazon_cells_labelled
design odd ear clip comfortable,0,amazon_cells_labelled
highly recommend one blue tooth phone,1,amazon_cells_labelled
advise everyone fooled,0,amazon_cells_labelled
far good,1,amazon_cells_labelled
work great,1,amazon_cells_labelled
click place way make wonder long mechanism would last,0,amazon_cells_labelled
went motorolas website followed direction could get pair,0,amazon_cells_labelled
bought use kindle fire absolutely loved,1,amazon_cells_labelled
commercial misleading,0,amazon_cells_labelled
yet run new battery two bar thats three day without charging,1,amazon_cells_labelled
bought mother problem battery,0,amazon_cells_labelled
great pocket pc phone combination,1,amazon_cells_labelled
ive owned phone month say best mobile phone ive,1,amazon_cells_labelled
didnt think instruction provided helpful,0,amazon_cells_labelled
people couldnt hear talk pull earphone talk phone,0,amazon_cells_labelled
doesnt hold charge,0,amazon_cells_labelled
simple little phone use breakage unacceptible,0,amazon_cells_labelled
product ideal people like whose ear sensitive,1,amazon_cells_labelled
unusable moving car freeway speed,0,amazon_cells_labelled
two year left contract hate phone,0,amazon_cells_labelled
car charger well ac charger included make sure never run juicehighy recommended,1,amazon_cells_labelled
need least min get phone book time first turn phonebattery life short,0,amazon_cells_labelled
kept well,1,amazon_cells_labelled
poor talk time performance,0,amazon_cells_labelled
case great work fine,1,amazon_cells_labelled
worthless product,0,amazon_cells_labelled
great camera thats mp pic nice clear great picture quality,1,amazon_cells_labelled
impressed product,0,amazon_cells_labelled
nice headset priced right,1,amazon_cells_labelled
hear garbage audio,0,amazon_cells_labelled
excellent bluetooth headset,1,amazon_cells_labelled
feature want,1,amazon_cells_labelled
right mind gonna buy battery,0,amazon_cells_labelled
arguing verizon regarding dropped call returned phone two day,0,amazon_cells_labelled
case seems well made,1,amazon_cells_labelled
disappointed battery,0,amazon_cells_labelled
loud enough doesnt turn like,0,amazon_cells_labelled
good protection make phone bulky,1,amazon_cells_labelled
usable keyboard actually turn pda realworld useful machine instead neat gadget,1,amazon_cells_labelled
phone pretty sturdy ive never large problem,1,amazon_cells_labelled
love thing,1,amazon_cells_labelled
everything fine reasonable price ie,1,amazon_cells_labelled
disappointed,0,amazon_cells_labelled
even dropped phone stream submerged second still work great,1,amazon_cells_labelled
happy complaint one regarding sound quality end,1,amazon_cells_labelled
button bad,0,amazon_cells_labelled
essentially forget microsofts tech support,0,amazon_cells_labelled
really recommend faceplate since look nice elegant cool,1,amazon_cells_labelled
headphone great find think perhaps best purchase ive made last several year seriously,1,amazon_cells_labelled
buy different phone,0,amazon_cells_labelled
hold phone particular angle party hear clearly,0,amazon_cells_labelled
one big drawback mp player button phone front cover let pause skip song lock second,0,amazon_cells_labelled
week later activated suddenly died,0,amazon_cells_labelled
feel comfortable headset wear glass get way sometimes,1,amazon_cells_labelled
great ipod,1,amazon_cells_labelled
device great several situation,1,amazon_cells_labelled
mic doesnt work,0,amazon_cells_labelled
even bmw series fairly quiet trouble hearing person saying,0,amazon_cells_labelled
great choice,1,amazon_cells_labelled
nice docking station home work,1,amazon_cells_labelled
beautiful phone,1,amazon_cells_labelled
love product,1,amazon_cells_labelled
buy wrongly advertised,0,amazon_cells_labelled
great little item,1,amazon_cells_labelled
love phone handy lot feature,1,amazon_cells_labelled
purchased within day longer working,0,amazon_cells_labelled
wear everyday hold well,1,amazon_cells_labelled
good bargain,0,amazon_cells_labelled
well packaged arrived time work intended,1,amazon_cells_labelled
battery run quickly,0,amazon_cells_labelled
item worked great broke month use,0,amazon_cells_labelled
headset easy use everyone love,1,amazon_cells_labelled
phone work great,1,amazon_cells_labelled
construction headset poor,0,amazon_cells_labelled
product excellent work better verizon one boy cheaper,1,amazon_cells_labelled
phone load super,1,amazon_cells_labelled
product cost much one expect work far better greater ease thing,0,amazon_cells_labelled
made sturdy,1,amazon_cells_labelled
worked great,1,amazon_cells_labelled
ear bud play music one ear,0,amazon_cells_labelled
dont waste money,0,amazon_cells_labelled
order,1,amazon_cells_labelled
plan use car forget,0,amazon_cells_labelled
found product waaay big,0,amazon_cells_labelled
best ive found far ive tried bluetooths one best quality listener well ease using,1,amazon_cells_labelled
im disappointed decision,0,amazon_cells_labelled
integrated seamlessly motorola razr phone,1,amazon_cells_labelled
buyer beware could flush money right toilet,0,amazon_cells_labelled
definitely bargain,1,amazon_cells_labelled
price good free shipping good purchase,1,amazon_cells_labelled
received supposedly new motorola apparently match phone charger,0,amazon_cells_labelled
prosgood camera nice picture also cool style like black white,1,amazon_cells_labelled
thats huge design flaw unless im using correctly dont think case,0,amazon_cells_labelled
love headset jabra bluetooth headset great reception good ear piece comfortable fit,1,amazon_cells_labelled
camera although rated impressive megapixels render image fall well expectation relatively high resolution,0,amazon_cells_labelled
purcashed car charger work,0,amazon_cells_labelled
sound quality end excellent use headset call wife ask wife use headset call,1,amazon_cells_labelled
phone slim light display beautiful,1,amazon_cells_labelled
little geeky think thats sex toast rock ooze sex right battery embedded sleek stylish leather case,1,amazon_cells_labelled
great product fast shipping,1,amazon_cells_labelled
absolutely great,1,amazon_cells_labelled
keyboard nice compromise full qwerty basic cell phone number keypad,1,amazon_cells_labelled
got phone around end may im completely unhappy,0,amazon_cells_labelled
comfortable ear,1,amazon_cells_labelled
winner u,1,amazon_cells_labelled
setup couldnt simpler,1,amazon_cells_labelled
ive tried several different earpiece cell phone jabra one first one ive found fit ear comfortably,1,amazon_cells_labelled
could get strong enough signal,0,amazon_cells_labelled
iam pleased purchase,1,amazon_cells_labelled
bad quality,0,amazon_cells_labelled
get job done,1,amazon_cells_labelled
great audio,1,amazon_cells_labelled
basically service bad,0,amazon_cells_labelled
work cell phone plug set charger,0,amazon_cells_labelled
ive bluetooth week really like,1,amazon_cells_labelled
bt headset disapoinment,0,amazon_cells_labelled
small dont even realize getting used,1,amazon_cells_labelled
accompanied software almost brilliant,1,amazon_cells_labelled
headset work great packaged nicely avoid damage,1,amazon_cells_labelled
definitly recommend,1,amazon_cells_labelled
buyerbe careful,0,amazon_cells_labelled
majority logitech earbud headset failed,0,amazon_cells_labelled
good stuff price,1,amazon_cells_labelled
headset work peachykeen,1,amazon_cells_labelled
house getting dropped coverage upstairs coverage basement,0,amazon_cells_labelled
voice recognition tremendous,1,amazon_cells_labelled
waste,0,amazon_cells_labelled
several different minute call experienced drop area bar,0,amazon_cells_labelled
happy item,0,amazon_cells_labelled
disappointed,0,amazon_cells_labelled
phone take forever charge like hour literally,0,amazon_cells_labelled
got phone reccomendation relative im glad,1,amazon_cells_labelled
waste time,0,amazon_cells_labelled
reception poor,0,amazon_cells_labelled
item stated included description included,0,amazon_cells_labelled
month screen went black sudden,0,amazon_cells_labelled
hoping,0,amazon_cells_labelled
audio quality poor poor,0,amazon_cells_labelled
absolutely problem headset linking blackberry curve,1,amazon_cells_labelled
know sound funny seemed like sketchy technology wouldnt work wellwell one work great,1,amazon_cells_labelled
ive bought wired headphone sound better,0,amazon_cells_labelled
phone fast sending kind message web browsing significantly faster previous phone used,1,amazon_cells_labelled
nice quality build unlike cheap,1,amazon_cells_labelled
item fantastic work perfectly,1,amazon_cells_labelled
love color,1,amazon_cells_labelled
w superb,1,amazon_cells_labelled
whine internet goesthe use thing le like,0,amazon_cells_labelled
great charger,1,amazon_cells_labelled
essentially communication tool communicate,0,amazon_cells_labelled
work like charm work one got phone,1,amazon_cells_labelled
still maintain monkey shouldnt make headphone obviously dont share enough dna copy design human,0,amazon_cells_labelled
great value,1,amazon_cells_labelled
doesnt work bougth l c working,0,amazon_cells_labelled
look sharp screen nice clear great graphic,1,amazon_cells_labelled
doesnt last long,0,amazon_cells_labelled
one thing hate mode set button side,0,amazon_cells_labelled
excellent service,1,amazon_cells_labelled
thank wasting money,0,amazon_cells_labelled
bethe audio quality poor,0,amazon_cells_labelled
igo charger tip really great,1,amazon_cells_labelled
file browser offer option one needshandsfree great,1,amazon_cells_labelled
superb phone great network,1,amazon_cells_labelled
connected wife bluetoothmotorola h phone worked like charm whether phone pocket case,1,amazon_cells_labelled
put latest o v g like slow crawl lock every,0,amazon_cells_labelled
recognizes phone storage device,0,amazon_cells_labelled
like loud buzzing override conversation phone,0,amazon_cells_labelled
dont buy product,0,amazon_cells_labelled
ive bluetoooth headset time still comfortable way fit ear,0,amazon_cells_labelled
sound quality good functionality awesome,1,amazon_cells_labelled
phone thorn side really abhor,0,amazon_cells_labelled
recently problem could stay connected minute disconnected,0,amazon_cells_labelled
incredible,1,amazon_cells_labelled
design flaw,0,amazon_cells_labelled
great phone,1,amazon_cells_labelled
waste buck,0,amazon_cells_labelled
check voice mail night keypad backlight turn second first message im lost,0,amazon_cells_labelled
replacement died week,0,amazon_cells_labelled
ring toneoverall good phone buy,1,amazon_cells_labelled
lately extremely nice helpful phone,1,amazon_cells_labelled
problem wit hit dropping signal,0,amazon_cells_labelled
impressed,0,amazon_cells_labelled
light weight hardly notice,1,amazon_cells_labelled
youll love thin,1,amazon_cells_labelled
bad choice,0,amazon_cells_labelled
pleather case doesnt fit,0,amazon_cells_labelled
useless phone simply deaf,0,amazon_cells_labelled
color even prettier thought would graphic incredibly sharp,1,amazon_cells_labelled
think good investment,1,amazon_cells_labelled
make strange ticking noise end call,0,amazon_cells_labelled
best electronics available fm transmitter,1,amazon_cells_labelled
battery last hour,0,amazon_cells_labelled
great headset impressed h,1,amazon_cells_labelled
mega pixel camera part phone reasonably good,1,amazon_cells_labelled
ive nearly year worked great,1,amazon_cells_labelled
good transmit audio,1,amazon_cells_labelled
sending back,0,amazon_cells_labelled
bother contacting company dollar product learned lesson bought form online anyway,0,amazon_cells_labelled
hate earbugs avoid phone mean,0,amazon_cells_labelled
great price also,1,amazon_cells_labelled
range decent ive able roam around house phone living room receptionsound quality issue,1,amazon_cells_labelled
fast service,1,amazon_cells_labelled
would highly recommend,1,amazon_cells_labelled
would recommend,1,amazon_cells_labelled
also didnt like button felt like would crack use,0,amazon_cells_labelled
worst phone ever,0,amazon_cells_labelled
im still infatuated phone,1,amazon_cells_labelled
freeze frequently,0,amazon_cells_labelled
kind embarrassing use look mostly embarrassing childlike company,0,amazon_cells_labelled
simple lightweight great fit,1,amazon_cells_labelled
id expected better consumer experience motorola,0,amazon_cells_labelled
there horrible tick sound background call never experienced,0,amazon_cells_labelled
certainly comfortable functionality decent,1,amazon_cells_labelled
usually dont like headband one lightweight doesnt mess hair,1,amazon_cells_labelled
im bit disappointed,0,amazon_cells_labelled
phone year tell great,0,amazon_cells_labelled
ordered sony ericsson w think worked thats first used,0,amazon_cells_labelled
battery completely useless,0,amazon_cells_labelled
big waste time,0,amazon_cells_labelled
dont waste one,0,amazon_cells_labelled
great sound service,1,amazon_cells_labelled
really pleased product far,1,amazon_cells_labelled
one favorite purchase ever,1,amazon_cells_labelled
best bluetooth market,1,amazon_cells_labelled
authentic leather nice shine comfort recommend case,1,amazon_cells_labelled
excited get headset thought really cute,1,amazon_cells_labelled
make mistake,0,amazon_cells_labelled
big disappointment calendar sync,0,amazon_cells_labelled
phone unusable new,0,amazon_cells_labelled
worst customer service ever,0,amazon_cells_labelled
additional ear gel provided instruction whatsoever,0,amazon_cells_labelled
defeat purpose bluetooth headset,0,amazon_cells_labelled
worth every penny,1,amazon_cells_labelled
excellent wallet type phone case,1,amazon_cells_labelled
nice headphone price work great,1,amazon_cells_labelled
internet excrutiatingly slow,0,amazon_cells_labelled
comfortable wear well probably important aspect using case,1,amazon_cells_labelled
fit like glove strong secure durable,1,amazon_cells_labelled
gosh best phone ever,1,amazon_cells_labelled
attractive appears good quality,1,amazon_cells_labelled
love feature form factor,1,amazon_cells_labelled
product strong rubberpetroleum smell unbearable caused return,0,amazon_cells_labelled
poor quality service,0,amazon_cells_labelled
cable look thin flimsy scary,0,amazon_cells_labelled
great earpiece,1,amazon_cells_labelled
excellent hand free tool,1,amazon_cells_labelled
great using home stereo,1,amazon_cells_labelled
good product incredible value,1,amazon_cells_labelled
month worked flawlessly far,1,amazon_cells_labelled
work great,1,amazon_cells_labelled
absolutel junk,0,amazon_cells_labelled
one didnt work either,0,amazon_cells_labelled
battery life real good,1,amazon_cells_labelled
returned hour later,0,amazon_cells_labelled
great item,1,amazon_cells_labelled
dont waste money,0,amazon_cells_labelled
love headset,1,amazon_cells_labelled
drain player may also potentially fry,0,amazon_cells_labelled
worked perfectly,1,amazon_cells_labelled
unreliable im giving,0,amazon_cells_labelled
gave star sound quality,1,amazon_cells_labelled
avoid one,0,amazon_cells_labelled
reversible plug work great,1,amazon_cells_labelled
wasted little money earpiece,0,amazon_cells_labelled
good phone,1,amazon_cells_labelled
best rotating feature helpful,1,amazon_cells_labelled
comfort whole family,1,amazon_cells_labelled
good product good seller,1,amazon_cells_labelled
love bluetooth,1,amazon_cells_labelled
first doesnt wear well,0,amazon_cells_labelled
impressed headset plantronics,1,amazon_cells_labelled
got small adorable,1,amazon_cells_labelled
great phone,1,amazon_cells_labelled
wouldnt recommend buying product,0,amazon_cells_labelled
piece junk,0,amazon_cells_labelled
poorly contstruct hinge,0,amazon_cells_labelled
item great installed let charged overnite working good every since problem,1,amazon_cells_labelled
great phone,1,amazon_cells_labelled
dont buy,0,amazon_cells_labelled
excellent phone,1,amazon_cells_labelled
purchase phone,0,amazon_cells_labelled
voice recognition thru handset excellent,1,amazon_cells_labelled
hand best phone ive ever,1,amazon_cells_labelled
work great cat attacked phone scratched protective strip instead destroying screen,1,amazon_cells_labelled
one work priced right,1,amazon_cells_labelled
customer service terrible,0,amazon_cells_labelled
battery life still long enough motorola razor v,0,amazon_cells_labelled
sending back,0,amazon_cells_labelled
know made wise decision,1,amazon_cells_labelled
someone shouldve invented sooner,1,amazon_cells_labelled
good price,1,amazon_cells_labelled
everything worked first trythe device certainly engineered clever way construction feel good,1,amazon_cells_labelled
received quickly work great,1,amazon_cells_labelled
working great,1,amazon_cells_labelled
many people complained found headset microphone weak,0,amazon_cells_labelled
year old nokia tracfone hold charge lot better,0,amazon_cells_labelled
care consumer one bit,0,amazon_cells_labelled
good battery got really fast,1,amazon_cells_labelled
instruction manual lacking,0,amazon_cells_labelled
also slim enough fit alarm clock docking station without removing case,1,amazon_cells_labelled
phone hold charge like new,1,amazon_cells_labelled
battery unreliable well service use antena,0,amazon_cells_labelled
uncomfortable sound quality quite poor compared phone razr previous wired headset plugged lg,0,amazon_cells_labelled
gotten lot compliment,1,amazon_cells_labelled
definitely must state allow cell phone usage driving,1,amazon_cells_labelled
want money back,0,amazon_cells_labelled
love device,1,amazon_cells_labelled
also happy price,1,amazon_cells_labelled
ordered product first unhappy immediately,0,amazon_cells_labelled
ngage still lacking earbuds,0,amazon_cells_labelled
able voice dialing car problem,1,amazon_cells_labelled
bar cell phone home cant hear anything,0,amazon_cells_labelled
good item low price,1,amazon_cells_labelled
howeverthe riingtones best neither game,0,amazon_cells_labelled
plug work well,0,amazon_cells_labelled
amazon suck,0,amazon_cells_labelled
rip charge shipping,0,amazon_cells_labelled
comfortable,1,amazon_cells_labelled
battery working well replacement original came phone year ago,1,amazon_cells_labelled
reception excellent,1,amazon_cells_labelled
fit comfortably either ear sound clear loud charge last couple day,1,amazon_cells_labelled
clear quality sound dont mess sound ipod since sound button headset,1,amazon_cells_labelled
long lasting battery dont recharge frequentyly flip phone,0,amazon_cells_labelled
obviously problem adhesive,0,amazon_cells_labelled
disappointing,0,amazon_cells_labelled
inexpensive piece would still expected better quality,0,amazon_cells_labelled
practically useless add kind boost reception bought,0,amazon_cells_labelled
excellent sound quality,1,amazon_cells_labelled
happy,0,amazon_cells_labelled
piece junk broke phone day,0,amazon_cells_labelled
new battery work great phone,1,amazon_cells_labelled
worst customer service,0,amazon_cells_labelled
ive dropped phone time say even concrete phone still great knock wood,1,amazon_cells_labelled
reception terrible full static,0,amazon_cells_labelled
good audio quality,1,amazon_cells_labelled
little device transformed organizational capability made life whole lot easier,1,amazon_cells_labelled
sitting vehicle cradle belt headset lost signal,0,amazon_cells_labelled
jerk phone,0,amazon_cells_labelled
work like charm work advertised,1,amazon_cells_labelled
comfortable nice range good battery life,1,amazon_cells_labelled
network coverage los angeles horrible,0,amazon_cells_labelled
excellent starter wireless headset,0,amazon_cells_labelled
loudspeaker option great bumper light appealing,0,amazon_cells_labelled
thing think could improve sound leak headset,0,amazon_cells_labelled
first reception suck never bar ever,0,amazon_cells_labelled
phone get extremely hot,0,amazon_cells_labelled
microphone also work well according people called applifies everything,1,amazon_cells_labelled
nice design quality,1,amazon_cells_labelled
also phone dropped case going save specially dropped face,0,amazon_cells_labelled
light easy use clear reception transmission,1,amazon_cells_labelled
bad fit way big,0,amazon_cells_labelled
definitely good,1,amazon_cells_labelled
awesome device,1,amazon_cells_labelled
waste money,0,amazon_cells_labelled
ordered motorola data cable got well finished working product,1,amazon_cells_labelled
love phone,1,amazon_cells_labelled
looking headset long time ive got couldnt happier,1,amazon_cells_labelled
ill drivng along headset start ringing reason,0,amazon_cells_labelled
display excellent camera good year,1,amazon_cells_labelled
battery life also great,1,amazon_cells_labelled
worst phone ive ever month,0,amazon_cells_labelled
good item worked started problem auto reverse tape player,0,amazon_cells_labelled
embarassing also ear hurt try push ear plug ear,0,amazon_cells_labelled
protects phone side,1,amazon_cells_labelled
average phone bad battery life operates weak network,0,amazon_cells_labelled
clear skype call long battery life long range,1,amazon_cells_labelled
soyo technology suck,0,amazon_cells_labelled
great hand free device,1,amazon_cells_labelled
even take self portrait outside exterior display cool,1,amazon_cells_labelled
problem others mentioned,0,amazon_cells_labelled
trying many many handsfree gadget one finally work well,1,amazon_cells_labelled
magical help,1,amazon_cells_labelled
worst piece crap ever along verizon customer service,0,amazon_cells_labelled
poor sound quality,0,amazon_cells_labelled
best phone market,1,amazon_cells_labelled
worked well,1,amazon_cells_labelled
company shipped product promptly work well,1,amazon_cells_labelled
exactly wanted,1,amazon_cells_labelled
picture resolution far comparablypriced phone offering today,0,amazon_cells_labelled
great deal,1,amazon_cells_labelled
excellent product satisfied purchase,1,amazon_cells_labelled
highly recommend encourage people give try,1,amazon_cells_labelled
better youd expect,1,amazon_cells_labelled
using earpiece left right thing stay ear,0,amazon_cells_labelled
great product price,1,amazon_cells_labelled
sound good reasonably priced effective simple,1,amazon_cells_labelled
still waiting im sure item would work well ever recieve,0,amazon_cells_labelled
disappointment,0,amazon_cells_labelled
prompt service,1,amazon_cells_labelled
excellent product price,1,amazon_cells_labelled
pleased headset,1,amazon_cells_labelled
dont waste money time,0,amazon_cells_labelled
especially love long battery life,1,amazon_cells_labelled
stupid keep buying new charger car charger cradle headphone car kit every time new phone come,0,amazon_cells_labelled
work great,1,amazon_cells_labelled
plantronics bluetooth excelent buy,1,amazon_cells_labelled
came verizon cingulair nicer cell phone first thing noticed really bad service,0,amazon_cells_labelled
ill looking new earpiece,0,amazon_cells_labelled
highly recommend device everyone,1,amazon_cells_labelled
jawbone era awesome,1,amazon_cells_labelled
received white colored battery go dead couple hoursthe original used last week still last longer thereplacement,0,amazon_cells_labelled
year battery went completely dead headset,0,amazon_cells_labelled
used several phone two year one best,1,amazon_cells_labelled
awesome new look fall,1,amazon_cells_labelled
first phone ive cheaply made,0,amazon_cells_labelled
att clear sound distorted yell talk,0,amazon_cells_labelled
plastic break really easy clip,0,amazon_cells_labelled
price good,1,amazon_cells_labelled
dont make mistake,0,amazon_cells_labelled
oh forgot also mention weird color effect phone,0,amazon_cells_labelled
im using iriver spinn case fit fine,1,amazon_cells_labelled
also area unit broke im fond magnetic strap,0,amazon_cells_labelled
overall psyched phone appointment contact get great reception,1,amazon_cells_labelled
every thing phone work perfectly like,1,amazon_cells_labelled
another note phone appearance really look rather bland especially black model,0,amazon_cells_labelled
really easy,1,amazon_cells_labelled
sanyo survived dozen drop blacktop without ill effect,1,amazon_cells_labelled
fantastic earphone,1,amazon_cells_labelled
find cell phone right away enter car,1,amazon_cells_labelled
low quality,0,amazon_cells_labelled
highly recommend modest priced cellular phone,1,amazon_cells_labelled
get better reception clarity phone ive,1,amazon_cells_labelled
warning stay away,0,amazon_cells_labelled
wish could return unit get back money,0,amazon_cells_labelled
awsome device work great,1,amazon_cells_labelled
used talk hour battery would literally drained dying,0,amazon_cells_labelled
dont find bad unit come one earpad onlyi would recommend anyone,0,amazon_cells_labelled
displeased,0,amazon_cells_labelled
might gotten defect would risk buying built quality alone,0,amazon_cells_labelled
made case small difficult install,0,amazon_cells_labelled
restored phone like new performance,1,amazon_cells_labelled
would recommend purchasing jabra jx series work flawlessly moto q go figure,1,amazon_cells_labelled
searched internet found one best value,1,amazon_cells_labelled
fit,0,amazon_cells_labelled
happy product,1,amazon_cells_labelled
screen size big key pad lit well enough camera quality excellent camera phone,1,amazon_cells_labelled
there really nothing bad say headset,0,amazon_cells_labelled
im glad found product amazon hard find wasnt high priced,1,amazon_cells_labelled
portable work,1,amazon_cells_labelled
colleague get great receptiona little expensive performance great,1,amazon_cells_labelled
even fully charged went bed turned blue tooth wifi noticed left morning,0,amazon_cells_labelled
ive also problem phone reading memory card always turn,0,amazon_cells_labelled
good wearing hat sunglass,0,amazon_cells_labelled
timely shipment quality product,1,amazon_cells_labelled
nice solid keyboard,1,amazon_cells_labelled
well made fit surefire gx perfectly,1,amazon_cells_labelled
horrible phone,0,amazon_cells_labelled
bt battery junk,0,amazon_cells_labelled
would recommend others,1,amazon_cells_labelled
cant get software work computer,0,amazon_cells_labelled
disappointed,0,amazon_cells_labelled
poor voice clarity,0,amazon_cells_labelled
battery work great,1,amazon_cells_labelled
buyer remorse one,0,amazon_cells_labelled
disappointed accessoryone,0,amazon_cells_labelled
find inexcusable probably returning phone perhaps changing carrier,0,amazon_cells_labelled
look great strong,1,amazon_cells_labelled
tmobile service year pretty happy,1,amazon_cells_labelled
update procedure difficult cumbersome,0,amazon_cells_labelled
disappointment hate anything go ear,0,amazon_cells_labelled
great software motorolas,1,amazon_cells_labelled
delivery time,1,amazon_cells_labelled
easy use,1,amazon_cells_labelled
uncomfortable ear dont use lg vx env,0,amazon_cells_labelled
volume switch rocketed unit destination unknown,0,amazon_cells_labelled
hold charge long time reasonably comfortable longwearing condition quality sound tremendous,1,amazon_cells_labelled
id like return,0,amazon_cells_labelled
keyboard really worthwhile usefulness sturdy enough dont expect problem,1,amazon_cells_labelled
verizons bill however difficult understand even though pricing plan simple,0,amazon_cells_labelled
charging overnight battery work great,1,amazon_cells_labelled
wont regret,1,amazon_cells_labelled
love phone,1,amazon_cells_labelled
disappointment,0,amazon_cells_labelled
user friendly,0,amazon_cells_labelled
unfortunately ability actually know receiving call rather important feature phone pitiful respect,0,amazon_cells_labelled
exchanged phone even problem,0,amazon_cells_labelled
result phone either stuck max volume mute,0,amazon_cells_labelled
pda rock,1,amazon_cells_labelled
super charged use small hybrid palmtopcameracellphone excels role,1,amazon_cells_labelled
would definitely recommend jabra bt v looking comfort clarity great price,1,amazon_cells_labelled
verizon year ago really liked service,1,amazon_cells_labelled
pretty piece junk,0,amazon_cells_labelled
plug wrong size,0,amazon_cells_labelled
work described,1,amazon_cells_labelled
save money ive item month,0,amazon_cells_labelled
bad purchase,0,amazon_cells_labelled
well im satisfied,1,amazon_cells_labelled
bose noise cancelling amazing important nyc commuter,1,amazon_cells_labelled
battery excellent bargain,1,amazon_cells_labelled
defective crap,0,amazon_cells_labelled
would given star able,0,amazon_cells_labelled
wear glass fit fine,1,amazon_cells_labelled
sound quality device unacceptableunless really quiet area almost hear nothing,0,amazon_cells_labelled
would recommend item anyone,0,amazon_cells_labelled
holster arrived match photo ad,0,amazon_cells_labelled
greatno problem,1,amazon_cells_labelled
earlier review noted plug charger nothing happens,0,amazon_cells_labelled
frog phone charm adorable eye catching,1,amazon_cells_labelled
